Date,Open,High,Low,Close,Volume
,SPY,SPY,SPY,SPY,SPY
2000-01-03,93.66470827398558,93.66470827398558,90.90057270097589,91.88776397705078,8164300
2000-01-04,90.68342988691518,91.01907506611778,88.22532254510787,88.29442596435547,8089800
2000-01-05,88.4128591469356,89.41979434490203,86.71488998958043,88.45234680175781,12177900
2000-01-06,88.21540642823152,89.40003587892397,87.03077697753906,87.03077697753906,6227200
2000-01-07,88.64977933121382,92.085205078125,88.49182872216043,92.085205078125,8066500
2000-01-10,92.40110778808594,92.8157281435453,91.63109855651857,92.40110778808594,5741700
2000-01-11,92.12468896687649,92.30238339480232,90.66364589281973,91.29544830322266,7503700
2000-01-12,91.35473131185643,91.35473131185643,90.2688203064205,90.38728332519531,6907700
2000-01-13,91.27568317281789,92.08517982219827,90.52541798558728,91.611328125,5158300
2000-01-14,92.57882622620056,93.17114117326518,92.22343725796179,92.85523986816406,7437300
2000-01-18,91.82858305472035,92.63808034675294,91.72986387276516,92.12474060058594,6488500
2000-01-19,91.80879519910228,92.87496185302734,91.6113569298569,92.87496185302734,6157900
2000-01-20,92.85524225317342,92.85524225317342,90.86111521350288,91.45343017578125,5800100
2000-01-21,91.92730240138874,91.92730240138874,91.01908592577365,91.25601196289062,6244800
2000-01-24,92.02594399138991,92.1444069100658,88.0771800355268,88.66949462890625,7896900
2000-01-25,88.77810860436061,89.67645263671875,87.82053309734148,89.67645263671875,9942500
2000-01-26,89.08416122253662,89.42967824855488,88.51159015084922,88.9656982421875,5158100
2000-01-27,89.61722564697266,89.85415155747359,87.26771036783855,88.61029052734375,10922700
2000-01-28,88.0969885130376,88.49186519843893,85.62900922927926,85.84619140625,11916200
2000-01-31,85.80671165387726,88.2450754111837,85.29337191549695,88.17597198486328,10768700
2000-02-01,88.29443485234636,89.5185526879558,87.5244252460759,89.0447006225586,8419900
2000-02-02,89.2618258437806,89.87388437091116,88.68925496356171,89.12361907958984,6205900
2000-02-03,89.00517381512405,90.50570469576944,88.45234664857048,90.46621704101562,7997500
2000-02-04,90.46620475172134,90.97954419378698,89.79491471209704,90.09107208251953,4925400
2000-02-07,90.07136674634819,90.20957357826937,89.36058875361067,89.9529037475586,5845800
2000-02-08,90.95987311355373,91.33500608276526,90.74269086822073,91.17705535888672,4936400
2000-02-09,91.275718952222,91.275718952222,89.25197653547902,89.26184844970703,8511500
2000-02-10,89.47903996819166,90.0713548841329,89.00518803543865,89.4395523071289,6690600
2000-02-11,89.61724232402456,89.6764738126723,87.20849511901663,87.62311553955078,9849800
2000-02-14,88.31416146985947,88.31416146985947,87.38620135604695,88.13646697998047,8528800
2000-02-15,87.9784853676781,89.22234635918701,87.06039749299295,89.13349914550781,11078300
2000-02-16,88.68929287341001,89.0446818475243,87.69222936270047,87.82056427001953,8845400
2000-02-17,88.72878721075543,88.72878721075543,87.32697504075907,87.36646270751953,7584200
2000-02-18,87.74158030591441,87.74158030591441,85.05641943246609,85.49078369140625,9409200
2000-02-22,85.41178159543722,86.14230307463998,84.36535893603866,85.27357482910156,16415400
2000-02-23,85.6882179661801,86.85310387862357,84.97744012129935,86.28053283691406,12119000
2000-02-24,86.35946885830106,86.57665087874946,84.08892955361323,84.54303741455078,17375000
2000-02-25,85.41177215450998,86.37921941192351,84.10867993023867,84.23701477050781,10559900
2000-02-28,84.26667038117996,86.35951645906306,83.85204993178802,86.0041275024414,13397800
2000-02-29,85.96460008816375,86.83332824707031,85.76716187023044,86.83332824707031,8242500
2000-03-01,86.95183220512442,87.82056077393129,86.6951624007042,87.46517181396484,6868000
